ID,Play Frequency,Time Since Played,Latency,Infractions,Skill Level,Role
Player 7359,12,4,161,1,15,1
Player 7907,16,22,181,4,91,1
Player 4336,1,16,1,0,11,4
Player 8788,4,22,44,5,8,1
Player 1532,12,22,182,2,79,0
Player 3639,17,11,1,1,95,2
Player 3543,7,10,47,1,92,4
Player 458,6,23,144,3,42,3
Player 5999,13,4,173,2,80,2
Player 3045,6,12,86,1,77,4
Player 4804,13,0,169,3,79,4
Player 8333,12,16,60,2,57,4
Player 1230,1,3,23,4,47,0
Player 979,20,16,185,1,19,2
Player 4040,15,5,153,0,5,2
Player 9433,18,7,70,3,64,2
Player 5771,12,11,11,3,15,2
Player 1846,0,24,149,3,60,4
Player 8883,0,23,35,4,80,2
Player 2506,17,12,89,0,29,3
Player 3089,20,14,73,0,100,3
Player 8551,16,11,152,4,62,1
Player 9066,16,13,180,5,84,1
Player 8830,11,15,150,3,78,4
Player 1377,8,2,55,2,35,2
Player 3151,18,4,97,0,13,0
Player 6792,3,22,87,0,60,2
Player 6356,8,12,35,4,40,0
Player 7415,12,23,166,2,20,2
Player 317,14,11,187,3,20,0
Player 2052,8,23,68,1,14,2
Player 5861,5,2,186,4,89,2
Player 7728,12,4,38,5,5,3
Player 986,15,5,77,4,78,3
Player 591,0,2,161,2,10,2
Player 4108,22,16,91,5,97,2
Player 6922,10,1,167,0,85,3
Player 497,0,13,167,2,68,4
Player 9288,8,5,86,2,24,1
Player 7863,23,10,51,5,0,0
Player 8742,14,0,125,0,21,2
Player 4761,24,20,4,3,80,0
Player 4981,5,20,47,5,98,4
Player 8743,1,14,22,0,32,3
Player 7647,12,0,19,5,80,4
Player 1827,16,9,96,2,34,4
Player 2041,1,15,7,1,29,2
Player 9949,8,2,174,5,76,0
Player 8689,11,1,21,4,18,0
Player 7670,0,13,78,4,79,3
Player 9892,21,8,191,0,76,4
Player 6815,11,18,169,1,92,0
Player 3693,17,15,51,1,75,1
Player 4987,10,10,52,0,85,3
Player 7670,0,13,78,4,79,3
Player 6798,9,19,135,1,3,4
Player 539,9,15,101,5,15,2
Player 541,20,16,124,0,34,0
Player 2288,4,3,45,4,40,4
Player 4346,12,18,107,2,70,2
Player 301,11,4,156,1,28,3
Player 4531,0,8,99,2,93,2
Player 9128,9,10,34,0,34,1
Player 6267,22,14,140,3,53,1
Player 9363,6,1,105,1,49,1
Player 5947,16,18,156,4,95,2
Player 9695,2,4,118,0,91,0
Player 9388,17,8,48,1,28,0
Player 4543,23,14,175,3,66,0
Player 5065,11,5,170,2,32,0
Player 665,4,13,99,3,17,2
Player 278,21,13,26,3,83,2
Player 7420,5,17,145,2,46,0
Player 9379,4,24,101,3,46,3
Player 2630,12,19,191,3,34,2
Player 5766,2,1,154,4,20,2
Player 1306,19,19,83,3,12,3
Player 7189,12,16,156,4,93,2
Player 7697,13,24,79,4,50,1
Player 3508,4,16,104,5,46,1
Player 8523,2,3,136,2,5,3
Player 1015,20,0,34,2,8,1
Player 7908,7,0,3,5,91,2
Player 8049,11,23,67,1,64,0
Player 3522,6,1,5,5,62,3
Player 5733,17,15,170,0,25,1
Player 2345,1,8,131,3,22,2
Player 8079,5,21,81,0,21,3
Player 8719,14,3,75,5,2,0
Player 4827,21,18,20,4,67,4
Player 7749,17,1,68,2,44,4
Player 216,4,16,85,3,56,0
Player 3589,20,7,167,1,94,4
Player 2584,20,5,93,4,26,3
Player 6997,22,7,4,2,89,3
Player 6834,20,24,139,1,23,1
Player 8703,5,1,188,5,8,2
Player 7765,21,3,157,4,71,2
Player 8402,22,5,151,5,67,0
Player 538,22,4,22,0,20,4
Player 7130,16,20,198,3,25,4
Player 7711,15,10,134,3,26,2
Player 2710,16,15,179,2,14,1
Player 5660,10,13,88,3,72,0
Player 4790,20,20,58,0,36,3
Player 2083,0,11,24,0,34,4
Player 7921,17,23,109,0,47,2
Player 9496,23,13,149,1,95,2
Player 9483,4,1,40,3,34,4
Player 9131,4,10,197,3,11,3
Player 3296,11,18,40,2,86,3
Player 2887,18,17,195,3,67,2
Player 5154,22,8,153,4,63,0
Player 6539,16,3,64,1,92,1
Player 6627,12,22,119,0,4,1
Player 4142,4,14,5,4,58,1
Player 4511,1,12,90,2,61,3
Player 7172,16,1,114,5,46,0
Player 7364,17,10,59,2,50,4
Player 2133,15,1,188,3,86,1
Player 4752,7,19,30,0,59,3
Player 3442,8,6,35,2,96,1
Player 409,12,19,144,1,96,3
Player 8761,22,22,179,4,47,2
Player 709,23,16,133,5,87,2
Player 1672,9,6,102,4,3,0
Player 6942,14,10,41,0,38,4
Player 2661,15,12,88,1,71,4
Player 7807,23,14,87,4,0,2
Player 4966,12,4,19,2,49,0
Player 9976,6,10,87,3,88,0
Player 7737,7,13,192,4,1,2
Player 2092,17,4,57,2,13,0
Player 3518,0,1,70,5,70,4
Player 1954,18,16,64,4,7,0
Player 7871,22,18,106,0,70,4
Player 9944,5,16,174,4,37,2
Player 5487,8,4,97,1,26,3
Player 6680,2,6,198,1,63,2
Player 3677,6,19,18,5,45,4
Player 8627,3,16,89,2,0,3
Player 8777,23,23,27,1,61,3
Player 3382,21,3,121,5,25,3
Player 6859,0,8,84,5,18,0
Player 5295,12,15,55,3,78,2
Player 7122,22,8,175,2,4,4
Player 916,9,2,148,3,27,2
Player 1661,0,1,68,5,20,1
Player 1456,21,3,41,3,40,3
Player 2756,12,22,125,5,32,3
Player 1200,5,23,77,1,7,2
Player 1216,1,20,52,4,46,4
Player 1478,20,14,155,3,37,3
Player 8178,12,13,66,2,89,4
Player 5303,21,19,113,5,26,2
Player 3653,15,11,132,0,98,2
Player 780,15,14,116,0,90,3
Player 9559,13,19,25,2,8,1
Player 7237,22,14,134,2,35,3
Player 3020,1,11,155,3,25,4
Player 9940,23,22,5,3,43,1
Player 8036,16,0,16,4,2,1
Player 8040,4,19,65,0,83,3
Player 8780,11,8,84,0,68,1
Player 5892,22,17,70,4,28,1
Player 2491,12,3,178,0,73,2
Player 4162,11,18,126,3,71,0
Player 8799,4,0,37,3,97,2
Player 8653,11,1,148,1,62,2
Player 9758,15,12,2,3,99,2
Player 4087,15,12,7,5,64,4
Player 1512,16,3,66,4,35,1
Player 7831,10,11,8,3,71,3
Player 2339,15,9,121,5,79,3
Player 4917,6,24,71,3,36,3
Player 9257,0,17,138,0,12,4
Player 9266,3,4,46,0,81,1
Player 1825,8,3,100,3,42,0
Player 7217,2,24,197,3,49,4
Player 4779,14,21,8,0,52,1
Player 7738,9,1,121,1,10,4
Player 4384,18,1,56,2,12,3
Player 8270,5,14,121,1,16,2
Player 881,6,6,72,3,54,0
Player 3355,18,3,8,1,20,1
Player 4043,14,8,106,1,52,2
Player 9061,14,21,28,2,56,0
Player 7845,12,24,12,0,70,3
Player 362,18,0,119,5,96,4
Player 2227,19,17,28,4,16,2
Player 9381,15,24,56,2,1,0
Player 7771,21,10,155,3,22,4
Player 9416,19,16,192,2,16,3
Player 8654,11,18,139,5,1,4
Player 9038,20,15,172,5,22,0
Player 721,20,9,189,1,71,3
Player 336,21,8,106,3,81,3
Player 2023,6,16,125,3,29,1
Player 8374,0,14,180,2,59,3
Player 6907,8,8,104,2,91,4
Player 896,18,1,117,3,86,3
Player 9415,21,14,176,4,59,1
Player 9090,21,4,85,1,59,2
Player 3510,11,0,36,3,60,2
Player 3477,17,12,6,3,98,0
Player 4006,7,11,196,3,50,0
Player 4278,21,16,5,3,10,1
Player 7995,15,0,163,0,38,3
Player 8992,4,15,179,5,0,0
Player 4010,5,5,21,4,7,3
Player 2858,15,3,21,4,46,4
Player 1232,13,17,153,5,43,0
Player 2786,17,7,4,1,74,1
Player 7888,9,8,12,1,60,3
Player 250,20,17,15,5,29,1
Player 7206,19,12,175,1,44,0
Player 9875,14,23,24,2,59,1
Player 8769,22,15,19,5,97,1
Player 471,22,8,200,3,96,4
Player 261,10,18,196,3,27,4
Player 5669,19,2,119,3,64,1
Player 1659,18,4,71,5,5,0
Player 5845,8,14,50,0,91,2
Player 5211,24,3,113,2,23,4
Player 4486,15,5,93,1,98,4
Player 2253,8,12,2,3,53,4
Player 9103,23,19,58,2,86,3
Player 6818,15,15,39,4,13,4
Player 978,1,5,71,1,83,0
Player 7022,0,18,89,2,17,4
Player 6780,8,10,41,2,30,0
Player 3630,2,6,188,3,42,0
Player 6851,17,19,91,2,36,1
Player 6434,24,16,188,5,52,3
Player 6632,10,18,155,0,63,3
Player 5814,11,19,100,5,100,4
Player 9654,7,5,83,3,43,1
Player 4701,2,0,110,1,79,3
Player 2652,23,3,106,4,33,4
Player 7429,18,23,165,2,84,3
Player 8330,5,13,173,4,48,4
Player 5621,2,11,200,0,51,2
Player 4142,4,14,5,4,58,1
Player 4410,0,5,36,3,37,0
Player 4173,17,13,85,3,90,0
Player 9078,19,19,24,2,1,2
Player 3434,13,12,163,3,85,4
Player 7473,9,13,143,1,19,3
Player 6541,21,14,121,3,6,1
Player 4162,11,18,126,3,71,0
Player 5159,14,16,5,0,73,4
Player 8060,6,23,181,3,20,0
Player 6289,7,22,77,5,23,4
Player 7367,13,8,64,3,59,4
Player 7387,21,0,135,1,40,2
Player 6099,3,19,9,2,97,4
Player 3119,2,0,44,5,14,0
Player 2332,13,24,45,2,45,3
Player 2822,2,11,132,4,53,0
Player 1986,16,24,134,1,27,2
Player 3484,15,15,195,4,11,3
Player 2954,14,21,87,0,82,2
Player 2142,13,3,42,5,67,0
Player 9585,21,3,76,5,74,4
Player 4047,1,12,195,1,92,0
Player 4266,1,13,46,5,21,1
Player 8864,4,8,121,2,56,4
Player 9269,3,11,128,1,3,2
Player 3593,14,9,147,4,30,0
Player 1493,4,2,86,3,37,2
Player 1444,2,18,82,4,28,4
Player 2992,14,3,118,2,17,4
Player 1794,10,10,0,0,40,1
Player 3655,7,9,13,5,33,3
Player 8021,18,14,182,0,91,4
Player 8976,16,24,172,2,28,1
Player 3942,11,8,41,2,75,0
Player 2947,8,21,121,5,86,0
Player 5870,4,8,69,5,38,3
Player 2370,11,9,149,0,53,3
Player 1292,6,13,163,5,3,1
Player 3773,2,7,176,4,85,3
Player 4179,23,16,150,5,97,2
Player 7266,10,16,171,3,98,3
Player 1873,1,21,178,2,77,1
Player 6893,2,15,70,3,7,3
Player 2772,1,6,113,2,44,1
Player 9890,12,13,68,4,61,1
Player 5569,16,17,67,4,62,3
Player 8165,24,1,173,0,27,0
Player 5165,3,22,154,2,14,3
Player 6938,5,13,119,5,79,4
Player 5508,0,6,8,1,39,1
Player 4069,13,8,122,0,78,4
Player 9415,21,14,176,4,59,1
Player 2324,22,24,163,1,0,2
Player 3919,7,11,180,3,15,4
Player 4771,1,5,140,0,66,3
Player 921,22,24,8,2,72,2
Player 7042,18,5,190,5,75,0
Player 2993,4,2,106,1,94,1
Player 2463,22,14,135,2,22,2
Player 3960,0,10,41,1,81,2
Player 7042,18,5,190,5,75,0
Player 9509,7,5,119,4,9,0
Player 251,7,21,165,0,16,4
Player 3662,9,11,78,5,23,1
Player 6484,12,8,150,3,84,3
Player 1672,9,6,102,4,3,0
Player 5387,23,12,192,1,33,4
Player 2565,4,10,166,5,49,2
Player 9937,4,19,130,5,72,1
Player 4599,7,13,28,3,77,3
Player 9349,5,23,108,4,91,0
Player 1584,20,16,187,5,57,2
Player 2084,5,8,149,3,93,4
Player 2257,3,20,45,3,40,0
Player 6006,23,3,86,5,36,4
Player 5590,4,19,179,3,16,1
Player 4934,7,10,90,3,34,1
Player 3624,22,5,25,5,0,3
Player 1665,12,1,114,1,12,1
Player 6395,11,3,82,4,73,1
Player 752,23,0,100,0,54,3
Player 9205,24,7,123,0,51,1
Player 9073,10,2,9,0,35,4
Player 2546,23,3,194,4,95,0
Player 9293,22,6,65,2,46,3
Player 7179,11,2,113,4,16,0
Player 9649,16,18,148,3,28,3
Player 9378,24,18,88,3,95,4
Player 5577,12,13,66,3,42,1
Player 7802,14,4,18,4,74,2
Player 6946,8,8,122,0,23,4
Player 8132,24,3,108,1,32,4
Player 4558,2,13,60,1,94,3
Player 6214,10,13,186,1,29,3
Player 9238,1,5,2,3,26,4
Player 9785,1,1,47,1,41,2
Player 9682,18,16,39,1,78,3
Player 7740,5,3,53,3,73,1
Player 7161,7,17,135,5,44,4
Player 6260,8,15,96,3,52,0
Player 1785,23,18,7,2,58,0
Player 8795,15,23,60,5,51,1
Player 1508,8,19,26,1,45,0
Player 9873,17,20,5,5,10,4
Player 6663,21,10,181,0,53,1
Player 6705,3,21,184,2,2,3
Player 7127,5,10,71,0,67,2
Player 7487,2,23,172,4,5,0
Player 2405,15,12,47,5,8,3
Player 364,0,24,44,3,24,4
Player 116,4,15,168,2,61,0
Player 2372,11,23,191,4,64,2
Player 5192,10,15,184,3,69,1
Player 3175,1,22,140,1,29,4
Player 3155,20,23,86,0,40,4
Player 6122,10,1,198,4,88,4
Player 8810,3,11,64,5,38,0
Player 3056,8,2,188,0,38,4
Player 9108,4,20,132,3,4,1
Player 2761,15,9,14,5,79,1
Player 2590,10,1,49,5,6,1
Player 672,14,12,145,3,87,2
Player 9686,24,1,127,2,68,0
Player 8026,12,24,180,0,82,2
Player 744,11,8,144,1,44,3
Player 7234,11,14,19,4,33,0
Player 3817,23,6,101,1,69,2
Player 8612,20,15,111,4,62,2
Player 425,22,4,130,0,30,3
Player 834,0,3,76,3,10,4
Player 845,11,9,38,2,43,1
Player 3720,8,15,121,4,89,4
Player 9794,7,11,54,0,96,3
Player 8584,1,7,193,2,40,4
Player 5034,12,9,39,0,48,1
Player 9106,23,4,23,0,87,1
Player 811,17,8,136,1,9,0
Player 2656,6,18,10,4,89,0
Player 3901,4,16,72,3,67,1
Player 2966,15,10,58,2,9,1
Player 3767,13,15,57,4,100,0
Player 6551,2,3,161,2,11,4
Player 2070,22,13,43,1,89,0
Player 226,22,23,200,4,64,1
Player 1260,0,23,57,4,83,2
Player 7046,5,23,138,3,85,3
Player 924,2,14,45,3,60,0
Player 5774,6,0,53,5,84,4
Player 1064,23,14,8,3,45,3
Player 261,10,18,196,3,27,4
Player 761,16,10,76,3,32,0
Player 9055,16,8,131,2,32,0
Player 9470,23,11,66,4,13,1
Player 4415,7,13,139,4,91,1
Player 6995,3,3,152,0,94,3
Player 8446,20,20,150,5,87,2
Player 9347,24,13,77,0,61,1
Player 2549,19,18,151,0,96,1
Player 5682,6,5,176,1,22,4
Player 8451,22,21,130,0,99,0
Player 598,11,10,144,5,3,4
Player 9404,11,1,194,3,38,1
Player 3411,11,3,180,2,8,1
Player 7719,0,8,145,5,34,0
Player 5253,2,22,197,2,1,3
Player 1610,13,19,39,4,54,0
Player 1815,8,17,0,4,23,0
Player 7883,13,17,145,1,66,1
Player 7831,10,11,8,3,71,3
Player 1738,21,2,185,3,76,4
Player 9293,22,6,65,2,46,3
Player 7488,4,11,48,5,100,3
Player 7371,2,5,31,3,80,0
Player 5312,20,9,161,3,76,1
Player 1396,11,12,61,0,18,4
Player 8157,16,24,93,3,50,4
Player 7445,7,18,138,4,80,2
Player 6449,8,21,196,5,58,0
Player 9850,6,12,176,2,47,0
Player 7138,19,4,60,5,80,1
Player 2172,20,4,35,3,79,3
Player 5638,13,6,83,4,87,2
Player 1973,16,2,117,3,37,0
Player 7731,24,16,79,1,53,4
Player 5894,13,1,178,0,34,2
Player 734,22,20,147,2,14,1
Player 5057,4,16,44,2,22,3
Player 2027,3,23,78,3,60,3
Player 2355,5,19,103,4,21,2
Player 5863,12,24,151,4,25,0
Player 9217,3,13,175,3,89,1
Player 3385,16,20,25,0,51,2
Player 1683,13,20,5,0,16,4
Player 7931,21,15,20,2,29,0
Player 8544,22,0,120,1,74,2
Player 4293,14,2,187,3,69,0
Player 1916,1,14,148,1,49,1
Player 8549,22,18,199,0,82,3
Player 2421,13,23,16,4,23,2
Player 6350,0,4,59,4,85,2
Player 6850,17,12,64,2,68,4
Player 5121,18,15,108,4,34,4
Player 4443,6,10,35,2,7,2
Player 9205,24,7,123,0,51,1
Player 7721,24,16,66,0,7,0
Player 8632,3,9,62,3,47,3
Player 3969,17,7,156,2,76,4
Player 3622,22,15,102,1,50,2
Player 3390,9,16,42,0,68,2
Player 6003,3,8,123,4,75,3
Player 2568,1,13,46,5,46,1
Player 4886,16,9,69,4,80,3
Player 5113,13,8,114,0,17,0
Player 5744,21,11,44,4,12,0
Player 6137,22,10,125,0,6,4
Player 2240,6,3,65,1,43,3
Player 9660,3,1,20,5,5,3
Player 9609,2,9,10,4,27,1
Player 7768,24,12,35,3,44,4
Player 734,22,20,147,2,14,1
Player 954,11,0,103,5,92,1
Player 5706,19,24,167,4,3,3
Player 3021,16,5,172,4,21,1
Player 6444,2,0,88,3,75,3
Player 3133,2,3,53,3,51,0
Player 4444,13,21,8,1,42,0
Player 5665,17,22,165,2,35,4
Player 6254,0,24,104,4,57,3
Player 8655,13,1,127,2,73,1
Player 3792,8,8,155,1,41,4
Player 6699,18,5,141,4,61,4
Player 362,18,0,119,5,96,4
Player 1476,19,6,91,4,15,3
Player 7311,11,12,121,2,21,2
Player 8373,6,10,99,4,19,1
Player 2126,12,21,17,3,8,0
Player 1618,8,2,172,4,17,2
Player 203,18,0,40,2,6,3
Player 8901,2,17,69,4,24,2
Player 9950,4,3,166,2,22,2
Player 8972,8,12,32,0,14,1
Player 5939,24,18,190,4,84,1
Player 1939,12,9,57,1,49,3
Player 8213,19,4,186,0,53,2
Player 4810,2,13,135,3,79,4
Player 9547,9,23,176,2,93,3
Player 9454,10,23,58,4,27,2
Player 8113,17,7,57,0,90,0
Player 9447,17,20,25,1,91,4
Player 4097,9,17,184,5,100,2
Player 5671,14,16,40,4,4,0
Player 7950,4,5,36,3,54,1
Player 829,18,1,174,5,52,0
Player 333,22,14,99,5,41,0
Player 9622,21,19,161,2,65,0
Player 863,16,19,99,1,29,0
Player 7726,9,13,100,5,11,1
Player 3418,10,17,166,0,64,3
Player 4391,14,1,37,0,22,0
Player 6601,7,6,180,4,8,3
Player 3982,5,6,67,2,3,0
Player 9846,11,17,76,1,45,0
Player 712,14,0,36,3,18,3
Player 9,14,20,179,5,68,2
Player 7580,2,15,179,5,15,3
Player 9556,19,11,120,1,60,3
Player 7224,23,11,196,2,63,4
Player 3388,20,11,40,4,80,0
Player 3058,17,22,67,1,36,0
Player 1213,15,20,119,0,7,3
Player 8488,16,20,18,1,31,4
Player 2788,14,4,178,4,14,2
Player 1622,24,14,190,0,62,2
Player 6127,21,3,137,5,3,1
Player 9799,3,16,93,1,3,1
Player 798,7,23,171,4,1,3
Player 7957,9,15,54,4,75,0
Player 7938,23,11,137,0,70,0
Player 7916,3,8,190,0,98,3
Player 7350,16,5,90,1,31,2
Player 207,16,13,162,0,21,3
Player 1368,0,22,82,3,100,2
Player 5021,24,11,54,3,82,2
Player 2587,19,4,4,4,82,4
Player 6214,10,13,186,1,29,3
Player 7014,20,6,55,1,63,3
Player 1303,3,1,72,1,22,4
Player 8737,8,3,80,4,71,2
Player 8177,22,20,152,2,95,1
Player 9829,21,11,33,2,22,0
Player 5115,3,0,69,5,22,4
Player 4910,8,4,116,3,92,3
Player 7193,5,17,57,2,94,4
Player 5340,9,12,1,5,38,4
Player 8655,13,1,127,2,73,1
Player 6003,3,8,123,4,75,3
Player 6615,20,11,19,3,80,1
Player 9054,18,3,139,3,70,2
Player 416,21,14,111,3,59,3
Player 4535,3,17,71,2,26,1
Player 1054,13,1,90,3,50,0
Player 4847,12,12,65,5,9,0
Player 6043,9,15,134,5,29,4
Player 8555,9,17,101,5,20,0
Player 9036,23,2,88,3,52,1
Player 460,18,0,115,4,97,2
Player 9679,22,22,56,1,91,3
Player 4978,4,10,165,2,81,2
Player 1433,20,24,100,1,91,2
Player 1665,12,1,114,1,12,1
Player 7528,13,17,82,0,60,1
Player 6979,21,17,7,5,9,3
Player 6987,14,7,4,2,99,0
Player 1554,20,24,54,5,41,4
Player 4897,14,8,196,5,18,3
Player 3216,8,22,21,2,13,4
Player 8723,10,21,78,4,70,0
Player 3827,9,10,195,3,14,0
Player 800,15,23,3,2,64,0
Player 1192,21,1,118,4,38,4
Player 6301,23,17,140,1,9,3
Player 5091,23,5,36,1,77,0
Player 2273,4,3,108,1,29,4
Player 8600,1,1,1,1,14,2
Player 8283,17,16,100,0,90,3
Player 1290,16,11,164,2,5,4
Player 3553,14,24,193,0,60,4
Player 35,20,19,31,2,77,4
Player 5797,0,17,127,4,64,3
Player 3059,10,20,152,4,76,0
Player 8468,3,12,174,0,21,3
Player 3076,7,13,16,3,56,1
Player 957,4,1,18,4,65,0
Player 6437,15,24,92,5,37,2
Player 1316,12,22,119,5,92,3
Player 4631,7,14,98,5,93,3
Player 3199,21,16,148,2,15,1
Player 51,18,15,94,5,91,1
Player 946,5,23,16,2,70,2
Player 3899,0,3,164,4,93,4
Player 6769,14,9,131,4,48,2
Player 434,15,13,123,3,47,2
Player 8634,13,10,58,0,95,1
Player 477,12,13,88,4,30,0
Player 8642,4,13,49,2,25,0
Player 7954,5,14,154,3,19,1
Player 5878,17,4,38,5,52,3
Player 4835,6,1,85,3,92,0
Player 91,2,16,121,0,3,0
Player 9573,5,16,139,2,38,1
Player 2265,3,6,195,0,74,2
Player 2679,0,18,17,0,92,2
Player 5727,3,0,152,4,98,2
Player 6025,23,17,1,4,42,1
Player 4298,10,8,69,3,35,1
Player 5209,20,15,179,1,15,3
Player 7517,5,15,122,2,49,2
Player 4329,0,21,120,1,59,0
Player 8486,0,11,117,3,33,2
Player 9023,13,20,32,2,58,1
Player 5721,14,6,112,4,70,3
Player 1550,20,7,110,5,29,4
Player 7724,6,19,138,0,15,4
Player 2779,11,15,106,4,87,2
Player 8766,7,12,6,4,42,3
Player 4214,3,7,113,2,67,3
Player 9762,19,24,184,2,19,0
Player 5436,16,2,47,3,33,0
Player 7332,4,8,136,4,8,2
Player 6387,18,7,14,0,0,2
Player 298,13,7,14,1,89,1
Player 5730,19,12,34,0,100,0
Player 1846,0,24,149,3,60,4
Player 9247,20,7,28,3,20,3
Player 5008,4,2,71,0,38,1
Player 5986,13,0,146,5,69,2
Player 5135,19,11,152,5,20,1
Player 587,7,16,28,3,64,3
Player 6168,18,9,16,1,14,2
Player 6938,5,13,119,5,79,4
Player 2143,16,22,193,2,24,0
Player 773,3,13,193,3,25,4
Player 1983,21,0,180,0,62,0
Player 7943,20,14,11,1,51,3
Player 6061,14,20,178,3,40,3
Player 5444,12,10,200,0,82,1
Player 1897,8,0,72,0,67,3
Player 5196,6,19,175,3,67,4
Player 445,5,8,12,2,99,4
Player 9166,19,21,100,2,69,1
Player 5439,2,13,195,5,18,0
Player 4552,19,20,41,4,4,4
Player 9446,24,15,87,1,100,2
Player 4038,4,10,143,3,83,1
Player 1933,24,0,167,2,51,2
Player 7206,19,12,175,1,44,0
Player 7545,24,0,133,5,31,0
Player 7428,1,3,55,5,44,4
Player 759,17,21,31,3,44,0
Player 407,24,10,81,4,28,3
Player 4084,1,19,78,1,9,1
Player 2498,20,19,22,1,58,4
Player 8956,12,8,148,3,80,0
Player 6786,16,12,128,5,70,3
Player 8026,12,24,180,0,82,2
Player 8517,20,2,119,1,13,2
Player 1488,24,7,117,5,64,0
Player 1439,20,10,97,0,62,4
Player 8431,19,17,45,0,28,2
Player 9925,11,18,180,5,82,3
Player 8533,3,4,112,5,87,1
Player 600,20,8,55,5,6,2
Player 3475,10,22,7,2,94,2
Player 3739,9,4,191,4,57,3
Player 2933,22,10,50,4,26,0
Player 5792,5,14,167,2,25,4
Player 3878,21,13,79,4,30,3
Player 8417,13,17,189,4,63,1
Player 6869,21,13,126,4,46,4
Player 5248,11,3,176,2,88,0
Player 145,11,11,158,3,6,3
Player 3225,9,2,188,3,7,3
Player 334,13,22,147,1,38,0
Player 2844,8,22,180,5,33,1
Player 7737,7,13,192,4,1,2
Player 4765,16,11,77,2,89,0
Player 4316,19,23,65,1,14,4
Player 9101,19,6,183,0,65,1
Player 1614,16,7,119,2,79,2
Player 6828,11,11,49,1,100,4
Player 4683,13,2,136,4,1,0
Player 7685,18,11,161,2,47,1
Player 4168,23,17,35,3,36,4
Player 8628,24,24,142,2,17,1
Player 427,8,24,172,4,36,1
Player 53,16,11,105,3,46,4
Player 6006,23,3,86,5,36,4
Player 7113,14,21,91,1,2,2
Player 2257,3,20,45,3,40,0
Player 7631,8,12,20,3,1,0
Player 8054,6,11,181,0,57,4
Player 2177,21,4,138,0,6,4
Player 8251,8,7,107,1,31,4
Player 1532,12,22,182,2,79,0
Player 2913,15,16,177,4,18,2
Player 1882,20,5,194,3,12,4
Player 6964,11,18,107,1,54,4
Player 1638,21,1,102,5,42,4
Player 1116,12,6,107,0,46,4
Player 5551,1,21,94,2,92,1
Player 9457,16,15,11,2,52,0
Player 4981,5,20,47,5,98,4
Player 7105,14,11,62,0,3,1
Player 9679,22,22,56,1,91,3
Player 1840,17,3,197,0,8,0
Player 9268,4,6,71,5,12,2
Player 3476,1,3,100,1,34,2
Player 2482,0,0,28,2,69,1
Player 9662,0,12,129,4,72,4
Player 9927,20,12,134,4,64,2
Player 5192,10,15,184,3,69,1
Player 1923,0,4,52,1,85,2
Player 2885,6,12,116,0,49,2
Player 6865,2,11,147,0,66,0
Player 5316,17,10,97,4,1,2
Player 9317,18,24,164,5,59,1
Player 5070,19,1,93,2,82,3
Player 5002,16,20,89,2,4,2
Player 7082,14,24,93,2,20,0
Player 7076,4,12,63,0,4,4
Player 3795,6,14,33,1,41,4
Player 4051,12,2,65,3,65,2
Player 7905,15,4,26,0,50,4
Player 7110,12,13,156,3,2,4
Player 7076,4,12,63,0,4,4
Player 4561,20,22,45,5,78,2
Player 8209,9,18,14,5,15,3
Player 2075,3,7,74,4,18,1
Player 4040,15,5,153,0,5,2
Player 558,23,2,50,5,73,3
Player 5656,14,10,111,2,3,1
Player 4691,15,1,106,0,68,0
Player 5164,0,24,8,0,15,0
Player 1186,5,8,106,1,6,1
Player 5892,22,17,70,4,28,1
Player 2170,8,1,134,2,99,3
Player 596,19,22,135,5,9,3
Player 6425,12,0,199,3,17,3
Player 2853,18,8,27,2,36,3
Player 3301,20,8,122,5,15,3
Player 9165,20,1,79,4,19,2
Player 5223,20,7,93,2,99,2
Player 8669,5,23,52,5,16,0
Player 8903,8,4,82,5,1,4
Player 3858,20,2,150,0,73,0
Player 7113,14,21,91,1,2,2
Player 7740,5,3,53,3,73,1
Player 2661,15,12,88,1,71,4
Player 9575,5,12,117,4,57,1
Player 7836,16,11,183,5,80,2
Player 8268,17,5,137,2,73,3
Player 9803,21,5,148,0,36,0
Player 8200,0,1,17,5,42,4
Player 8873,7,12,167,1,85,0
Player 704,11,13,186,4,79,1
Player 8393,0,21,18,1,83,1
Player 8279,20,14,22,5,71,0
Player 8374,0,14,180,2,59,3
Player 6603,17,4,116,1,29,2
Player 7292,15,23,177,4,73,2
Player 3067,17,3,166,5,21,4
Player 5627,8,17,54,4,76,0
Player 1919,0,0,20,5,51,3
Player 5157,17,3,53,3,16,0
Player 3163,7,0,69,5,35,2
Player 6940,3,11,70,5,69,2
Player 5001,1,1,36,0,35,1
Player 1852,22,17,105,4,86,0
Player 9839,15,20,146,5,43,0
Player 46,10,9,81,3,61,0
Player 6895,4,2,69,0,95,4
Player 70,1,19,29,1,28,3
Player 3599,23,23,101,4,57,2
Player 140,6,2,106,0,77,1
Player 9937,4,19,130,5,72,1
Player 7082,14,24,93,2,20,0
Player 7377,8,17,147,3,93,2
Player 3145,20,23,140,0,15,0
Player 6804,1,15,121,4,69,2
Player 1275,14,11,26,1,88,0
Player 2005,9,7,166,5,9,3
Player 7440,12,5,183,4,52,0
Player 3118,5,24,116,1,53,3
Player 7104,6,21,188,5,83,0
Player 5492,15,18,101,0,22,3
Player 9363,6,1,105,1,49,1
Player 8169,2,20,21,5,97,4
